mortgage,mileage,year,area_of_use,vehicle_condition,ad_date,lr_fender_status,fuel_tank,lf_fender_status,front_bumper_status,inspection,luggage_volume,confiscation,Brand,drive_type,rf_door_status,Model,fuel_consumption,rr_door_status,series,paint_replaced,engine_capacity,trade_in,transmission,location_1,brand,hood_status,color,body_type,rf_fender_status,top_speed,cylinder,model,Year,rear_bumper_status,acceleration_0_100,valve,fuel_type,max_torque,seller_type,ad_id,location_2,Transmission,engine_power,rr_fender_status,gear,currency_date,ad_price
hayır,26000,,sedan,,,saglam,45.0,saglam,saglam,15.06.2026,520.0,hayır,fiat,,saglam,egea,0 (şi̇) / 0 (şd),saglam,,,"1,4",,,,,saglam,beyaz,,saglam,186.0,4.0,,2023,saglam,,,benzin,127.0,,,,önden çekiş,95,saglam,manuel,23.02.2024,765000
hayır,7606,,sedan,,,saglam,45.0,saglam,saglam,27.04.2028,520.0,hayır,fiat,,saglam,egea,0 (şi̇) / 0 (şd),çizik,,,"1,4",,,,,saglam,beyaz,,saglam,186.0,4.0,,2023,saglam,,,benzin,127.0,,,,önden çekiş,95,saglam,manuel,23.02.2024,750000
hayır,6200,,arazi aracı,,,saglam,50.0,saglam,saglam,7.08.2025,450.0,hayır,cupra,,saglam,formentor,0 (şi̇) / 0 (şd),saglam,,,"1,5",,,,,saglam,beyaz,,saglam,203.0,4.0,,2023,saglam,,,benzin,250.0,,,,önden çekiş,150,saglam,tiptronic,23.02.2024,1830900
hayır,6700,,hatchback,,,saglam,45.0,saglam,saglam,27.04.2026,380.0,hayır,cupra,,saglam,leon,6.1 (şi̇) / 4.4 (şd),saglam,,,"1,5",,,,,saglam,bordo,,saglam,214.0,4.0,,2023,saglam,,,benzin,250.0,,,,önden çekiş,150,saglam,tiptronic,23.02.2024,1598000
hayır,6124,,arazi aracı,,,saglam,55.0,saglam,saglam,13.02.2024,555.0,hayır,citroen,,saglam,ds 7,0 (şi̇) / 0 (şd),saglam,,,"1,5",,,,,saglam,almadin siyah,,saglam,195.0,4.0,,2023,saglam,,,dizel,300.0,,,,önden çekiş,130,saglam,tiptronic,23.02.2024,2149000
hayır,30069,,hatchback,,,saglam,53.0,saglam,saglam,25.05.2026,430.0,hayır,citroen,,saglam,ds4,4.2 (şi̇) / 3.5 (şd),saglam,,,"1,5",,,,,saglam,gri,,saglam,203.0,4.0,,2023,saglam,,,dizel,300.0,,,,önden çekiş,130,saglam,tiptronic,23.02.2024,1589900
hayır,6001,,cityvan,,,saglam,70.0,saglam,saglam,11.05.2026,,hayır,citroen,,saglam,jumpy,0 (şi̇) / 0 (şd),saglam,,,2,,,,,saglam,gri,,saglam,170.0,4.0,,2023,saglam,,,dizel,370.0,,,,önden çekiş,145,saglam,manuel,23.02.2024,1450000
hayır,37055,,hatchback,,,saglam,47.0,saglam,saglam,30.05.2026,300.0,hayır,citroen,,saglam,c3,0 (şi̇) / 0 (şd),saglam,,,"1,2",,,,,saglam,beyaz,,saglam,193.0,3.0,,2023,saglam,,,benzin,205.0,,,,önden çekiş,110,saglam,tiptronic,23.02.2024,905900
hayır,32831,,sedan,,,saglam,50.0,saglam,saglam,25.05.2026,506.0,hayır,citroen,,saglam,c-elysee,0 (şi̇) / 0 (şd),saglam,,,"1,5",,,,,saglam,beyaz,,saglam,189.0,4.0,,2023,saglam,,,dizel,250.0,,,,önden çekiş,100,saglam,manuel,23.02.2024,735000
hayır,9000,,sedan,,,saglam,68.0,saglam,saglam,20.02.2026,530.0,hayır,bmw,,saglam,5 serisi,0 (şi̇) / 0 (şd),saglam,,,"1,6",,,,,saglam,karbon siyahı,,saglam,226.0,4.0,,2023,saglam,,,benzin,250.0,,,,arkadan i̇tiş,170,saglam,tiptronic,23.02.2024,3600000
hayır,9995,,sedan,,,saglam,59.0,saglam,saglam,6.03.2026,480.0,hayır,bmw,,saglam,3 serisi,0 (şi̇) / 0 (şd),saglam,,,"1,6",,,,,saglam,siyah,,saglam,232.0,4.0,,2023,saglam,,16.0,benzin,250.0,,,,arkadan i̇tiş,170,saglam,tiptronic,23.02.2024,2699500
hayır,31710,,sedan,,,saglam,59.0,saglam,saglam,6.03.2026,480.0,hayır,bmw,,boyalı,3 serisi,0 (şi̇) / 0 (şd),boyalı,,,"1,6",,,,,saglam,siyah,,saglam,232.0,4.0,,2023,saglam,,16.0,benzin,250.0,,,,arkadan i̇tiş,170,boyalı,tiptronic,23.02.2024,2489900
hayır,7908,,hatchback,,,saglam,63.0,saglam,saglam,16.03.2026,535.0,hayır,audi,,saglam,a7,0 (şi̇) / 0 (şd),saglam,,,2,,,,,saglam,yeşil,,saglam,250.0,4.0,,2023,saglam,,,benzin,370.0,,,,4x4,265,saglam,tiptronic,23.02.2024,6650000
hayır,7000,,hatchback,,,saglam,73.0,saglam,saglam,29.06.2026,535.0,hayır,audi,,saglam,a7,4.8 (şi̇) / 4.1 (şd),saglam,,,2,,,,,saglam,metlik mitos siyah,,saglam,245.0,4.0,,2023,saglam,,,dizel,400.0,,,,4x4,204,saglam,tiptronic,23.02.2024,6350000
hayır,9322,,arazi aracı,,,saglam,,saglam,saglam,23.06.2025,631.0,hayır,audi,,saglam,q8 e-tron,0 (şi̇) / 0 (şd),saglam,,,0,,,,,saglam,gri,,saglam,200.0,,,2023,saglam,,,elektrik,664.0,,,,4x4,408,saglam,otomatik,23.02.2024,6160000
hayır,20478,,wagon,,,saglam,73.0,saglam,saglam,6.04.2026,565.0,hayır,audi,,saglam,a6 allroad quattro,5.8 (şi̇) / 4.5 (şd),saglam,,,2,,,,,saglam,metlik mitos siyah,,saglam,237.0,4.0,,2023,saglam,,,dizel,400.0,,,,4x4,204,saglam,tiptronic,23.02.2024,4980000
hayır,7546,,arazi aracı,,,saglam,,saglam,saglam,25.05.2026,590.0,hayır,audi,,saglam,q8 e-tron sportback,0 (şi̇) / 0 (şd),saglam,,,0,,,,,saglam,mavi,,saglam,200.0,,,2023,saglam,,,elektrik,664.0,,,,4x4,408,saglam,otomatik,23.02.2024,4750000
hayır,6629,,arazi aracı,,,saglam,,saglam,saglam,15.12.2025,555.0,hayır,audi,,saglam,e-tron sportback,0 (şi̇) / 0 (şd),saglam,,,0,,,,,saglam,gri,,saglam,200.0,,,2023,saglam,,,elektrik,664.0,,,,4x4,408,saglam,otomatik,23.02.2024,4453000
hayır,6259,,coupe,,,saglam,58.0,saglam,saglam,16.03.2026,450.0,hayır,audi,,saglam,a5,9.1 (şi̇) / 5.8 (şd),saglam,,,2,,,,,saglam,beyaz,,saglam,250.0,4.0,,2023,saglam,,,benzin,370.0,,,,4x4,265,saglam,tiptronic,23.02.2024,3325000
hayır,16383,,sedan,,,saglam,58.0,saglam,saglam,16.02.2026,460.0,hayır,audi,,değişen,a4,9.1 (şi̇) / 5.7 (şd),değişen,,,2,,,,,saglam,metalik mavi,,boyalı,250.0,4.0,,2023,saglam,,,benzin,370.0,,,,4x4,265,saglam,tiptronic,23.02.2024,2520000
hayır,10530,,sedan,,,saglam,50.0,saglam,saglam,28.04.2026,425.0,hayır,audi,,saglam,a3,5.9 (şi̇) / 4 (şd),saglam,,,"1,5",,,,,saglam,metalik gri,,saglam,232.0,4.0,,2023,saglam,,,benzin,250.0,,,,önden çekiş,150,saglam,tiptronic,23.02.2024,2040000
hayır,16672,,hatchback,,,saglam,50.0,saglam,saglam,2.01.2026,380.0,hayır,audi,,saglam,a3,5.9 (şi̇) / 4.1 (şd),saglam,,,"1,5",,,,,saglam,sedefli daytona grisi,,saglam,224.0,4.0,,2023,saglam,,,benzin,250.0,,,,önden çekiş,150,saglam,tiptronic,23.02.2024,1950000
hayır,25636,,sedan,,,saglam,50.0,saglam,saglam,19.02.2026,425.0,hayır,audi,,saglam,a3,5.9 (şi̇) / 4 (şd),saglam,,,"1,5",,,,,saglam,beyaz,,saglam,232.0,4.0,,2023,saglam,,,benzin,250.0,,,,önden çekiş,150,saglam,tiptronic,23.02.2024,1855000
hayır,25905,,sedan,,,saglam,50.0,saglam,saglam,13.04.2026,425.0,hayır,audi,,saglam,a3,5.9 (şi̇) / 4 (şd),boyalı,,,"1,5",,,,,saglam,gri,,saglam,232.0,4.0,,2023,saglam,,,benzin,250.0,,,,önden çekiş,150,boyalı,tiptronic,23.02.2024,1775000
hayır,46962,,arazi aracı,,,saglam,71.0,saglam,saglam,22.09.2025,709.0,hayır,volvo,,saglam,xc90,0 (şi̇) / 0 (şd),saglam,,,2,,,,,saglam,siyah,,saglam,180.0,4.0,,2022,saglam,,,dizel,480.0,,,,4x4,235,saglam,tiptronic,23.02.2024,4949500
hayır,26040,,arazi aracı,,,saglam,71.0,saglam,saglam,10.02.2025,314.0,hayır,volvo,,saglam,xc90,0 (şi̇) / 0 (şd),saglam,,,2,,,,,saglam,siyah,,saglam,180.0,4.0,,2022,saglam,,16.0,dizel,480.0,,,,4x4,235,saglam,tiptronic,23.02.2024,4769750
hayır,36781,,arazi aracı,,,saglam,71.0,saglam,saglam,10.02.2025,314.0,hayır,volvo,,boyalı,xc90,0 (şi̇) / 0 (şd),boyalı,,,2,,,,,saglam,siyah,,saglam,180.0,4.0,,2022,saglam,,16.0,dizel,480.0,,,,4x4,235,saglam,tiptronic,23.02.2024,4749750
hayır,26908,,arazi aracı,,,saglam,71.0,saglam,saglam,28.04.2025,483.0,hayır,volvo,,saglam,xc60,0 (şi̇) / 0 (şd),saglam,,,2,,,,,saglam,siyah,,saglam,180.0,4.0,,2022,saglam,,16.0,dizel,420.0,,,,4x4,197,saglam,tiptronic,23.02.2024,3627650
hayır,10114,,arazi aracı,,,saglam,75.0,saglam,saglam,31.01.2025,810.0,hayır,volkswagen,,saglam,touareg,8.6 (şi̇) / 6.1 (şd),saglam,,,3,,,,,saglam,gri,,saglam,238.0,6.0,,2022,saglam,,,dizel,600.0,,,,4x4,286,saglam,tiptronic,23.02.2024,7295000
hayır,8850,,arazi aracı,,,saglam,75.0,saglam,saglam,17.02.2025,810.0,hayır,volkswagen,,saglam,touareg,8.6 (şi̇) / 6.1 (şd),saglam,,,3,,,,,saglam,granit gri,,saglam,238.0,6.0,,2022,saglam,,,dizel,600.0,,,,4x4,286,saglam,tiptronic,23.02.2024,6650000
hayır,33210,,arazi aracı,,,saglam,58.0,saglam,çizik,11.02.2025,615.0,hayır,volkswagen,,saglam,tiguan,6.4 (şi̇) / 4.9 (şd),saglam,,,2,,,,,saglam,gri,,saglam,216.0,4.0,,2022,saglam,,,dizel,400.0,,,,4x4,200,saglam,tiptronic,23.02.2024,3200000
hayır,7237,,sedan,,,saglam,66.0,saglam,saglam,21.07.2025,586.0,hayır,volkswagen,,saglam,passat,6.2 (şi̇) / 5 (şd),saglam,,,"1,5",,,,,saglam,buz gri,,saglam,220.0,4.0,,2022,saglam,,16.0,benzin,250.0,,,,önden çekiş,150,saglam,tiptronic,23.02.2024,2350000
hayır,12124,,sedan,,,saglam,66.0,saglam,saglam,24.03.2025,586.0,hayır,volkswagen,,saglam,passat,6.2 (şi̇) / 5 (şd),saglam,,,"1,5",,,,,saglam,beyaz,,saglam,220.0,4.0,,2022,saglam,,16.0,benzin,250.0,,,,önden çekiş,150,saglam,tiptronic,23.02.2024,2350000
hayır,12999,,sedan,,,saglam,66.0,saglam,saglam,28.04.2025,586.0,hayır,volkswagen,,saglam,passat,6.2 (şi̇) / 5 (şd),saglam,,,"1,5",,,,,saglam,saf beyaz,,saglam,220.0,4.0,,2022,saglam,,16.0,benzin,250.0,,,,önden çekiş,150,saglam,tiptronic,23.02.2024,2250000
hayır,14450,,arazi aracı,,,saglam,58.0,saglam,saglam,26.05.2025,760.0,hayır,volkswagen,,saglam,tiguan allspace,6.6 (şi̇) / 5.6 (şd),saglam,,,"1,5",,,,,saglam,siyah,,saglam,200.0,4.0,,2022,saglam,,,benzin,250.0,,,,önden çekiş,150,saglam,tiptronic,23.02.2024,2242900
hayır,17500,,arazi aracı,,,saglam,58.0,saglam,saglam,14.04.2025,615.0,hayır,volkswagen,,saglam,tiguan,6.6 (şi̇) / 5.5 (şd),saglam,,,"1,5",,,,,saglam,gri,,saglam,202.0,4.0,,2022,saglam,,,benzin,250.0,,,,önden çekiş,150,saglam,tiptronic,23.02.2024,2175000
hayır,17500,,sedan,,,saglam,66.0,saglam,saglam,19.05.2023,586.0,hayır,volkswagen,,saglam,passat,6.2 (şi̇) / 5 (şd),saglam,,,"1,5",,,,,saglam,mavi,,saglam,220.0,4.0,,2022,saglam,,16.0,benzin,250.0,,,,önden çekiş,150,saglam,tiptronic,23.02.2024,2150000
hayır,21658,,arazi aracı,,,saglam,58.0,saglam,saglam,21.10.2025,615.0,hayır,volkswagen,,saglam,tiguan,6.6 (şi̇) / 5.5 (şd),saglam,,,"1,5",,,,,saglam,yarış mavisi,,saglam,202.0,4.0,,2022,saglam,,,benzin,250.0,,,,önden çekiş,150,saglam,tiptronic,23.02.2024,2050000
hayır,10140,,sedan,,,saglam,66.0,saglam,boyalı,5.02.2025,586.0,hayır,volkswagen,,saglam,passat,6.2 (şi̇) / 5 (şd),saglam,,,"1,5",,,,,saglam,gri,,değişen,220.0,4.0,,2022,saglam,,16.0,benzin,250.0,,,,önden çekiş,150,saglam,tiptronic,23.02.2024,2047900
hayır,37571,,arazi aracı,,,saglam,58.0,saglam,saglam,22.04.2025,760.0,hayır,volkswagen,,saglam,tiguan allspace,6.6 (şi̇) / 5.6 (şd),saglam,,,"1,5",,,,,saglam,gri,,saglam,200.0,4.0,,2022,saglam,,,benzin,250.0,,,,önden çekiş,150,saglam,tiptronic,23.02.2024,1939900
hayır,34508,,arazi aracı,,,saglam,58.0,saglam,saglam,25.05.2025,760.0,hayır,volkswagen,,boyalı,tiguan allspace,6.6 (şi̇) / 5.6 (şd),saglam,,,"1,5",,,,,saglam,gri,,saglam,200.0,4.0,,2022,saglam,,,benzin,250.0,,,,önden çekiş,150,saglam,tiptronic,23.02.2024,1930000
hayır,81796,,cityvan,,,boyalı,70.0,saglam,saglam,25.05.2025,,hayır,volkswagen,,boyalı,caravelle,6.3 (şi̇) / 5.3 (şd),boyalı,,,2,,,,,saglam,gri,,saglam,182.0,4.0,,2022,saglam,,,dizel,340.0,,,,önden çekiş,150,boyalı,tiptronic,23.02.2024,1829000
hayır,6544,,hatchback,,,saglam,50.0,saglam,saglam,17.02.2025,380.0,hayır,volkswagen,,saglam,golf,5.9 (şi̇) / 4.1 (şd),saglam,,,"1,5",,,,,saglam,yarış mavisi,,saglam,224.0,4.0,,2022,saglam,,,benzin,250.0,,,,önden çekiş,150,saglam,tiptronic,23.02.2024,1815000
